course_id,student_id,course_code,course_title,credit,semester,faculty,section,enrolled_status
CRS051403,2026025000000514,EEE221,Signals and Systems,3.0,2,Dr. Karim,B,Enrolled
CRS051404,2026025000000514,EEE303,Power Systems,3.0,2,Dr. Rahman,B,Enrolled
CRS051405,2026025000000514,EEE315,Control Systems,3.0,2,Prof. Sultana,B,Enrolled
CRS051501,2026035100000515,BUS101,Principles of Management,3.0,3,Dr. Karim,C,Enrolled
CRS051502,2026035100000515,BUS203,Business Communication,3.0,3,Mr. Chowdhury,C,Enrolled
CRS051503,2026035100000515,FIN221,Corporate Finance,3.0,3,Prof. Sultana,C,Enrolled
CRS051504,2026035100000515,MKT301,Marketing Management,3.0,3,Dr. Rahman,C,Enrolled
CRS051505,2026035100000515,ACC211,Financial Accounting,3.0,3,Ms. Akter,C,Enrolled
CRS051601,2026045200000516,ENG101,Composition and Rhetoric,3.0,4,Mr. Chowdhury,D,Enrolled
CRS051602,2026045200000516,ENG205,Bangladeshi Literature,3.0,4,Prof. Sultana,D,Enrolled
CRS051603,2026045200000516,ENG221,Phonetics,3.0,4,Dr. Karim,D,Enrolled
CRS051604,2026045200000516,ENG303,Postcolonial Studies,3.0,4,Mr. Chowdhury,D,Enrolled
CRS051605,2026045200000516,ENG315,ELT Methods,3.0,4,Dr. Rahman,D,Enrolled
CRS051701,2026055300000517,LAW101,Legal System of Bangladesh,3.0,5,Ms. Akter,A,Enrolled
CRS051702,2026055300000517,LAW203,Constitutional Law,3.0,5,Prof. Sultana,A,Enrolled
CRS051703,2026055300000517,LAW221,Criminal Law,3.0,5,Prof. Sultana,A,Enrolled
CRS051704,2026055300000517,LAW303,Contract Law,3.0,5,Mr. Chowdhury,A,Enrolled
CRS051705,2026055300000517,LAW315,Land Laws,3.0,5,Ms. Akter,A,Enrolled
CRS051801,2026065400000518,PHR101,Pharmaceutical Chemistry,3.0,6,Prof. Sultana,B,Enrolled
CRS051802,2026065400000518,PHR203,Pharmacognosy,3.0,6,Dr. Rahman,B,Enrolled
CRS051803,2026065400000518,PHR221,Human Physiology,3.0,6,Prof. Sultana,B,Enrolled
CRS051804,2026065400000518,PHR303,Clinical Pharmacy,3.0,6,Ms. Akter,B,Enrolled
CRS051805,2026065400000518,PHR315,Dosage Form Design,3.0,6,Prof. Sultana,B,Enrolled
CRS051901,2026075500000519,CE101,Engineering Drawing,3.0,7,Dr. Rahman,C,Enrolled
CRS051902,2026075500000519,CE203,Structural Mechanics,3.0,7,Dr. Karim,C,Enrolled
CRS051903,2026075500000519,CE221,Surveying,3.0,7,Ms. Akter,C,Enrolled
CRS051904,2026075500000519,CE303,Transportation Engineering,3.0,7,Dr. Karim,C,Enrolled
CRS051905,2026075500000519,CE315,Environmental Engineering,3.0,7,Prof. Sultana,C,Enrolled
CRS052001,2026085600000520,ECO101,Microeconomics,3.0,8,Ms. Akter,D,Enrolled
CRS052002,2026085600000520,ECO203,Macroeconomics,3.0,8,Mr. Chowdhury,D,Enrolled
CRS052003,2026085600000520,ECO221,Bangladesh Economy,3.0,8,Mr. Chowdhury,D,Enrolled
CRS052004,2026085600000520,ECO303,Development Economics,3.0,8,Dr. Rahman,D,Enrolled
CRS052005,2026085600000520,ECO315,Econometrics,3.0,8,Dr. Rahman,D,Enrolled
CRS052101,2026014900000521,CSE101,Structured Programming,3.0,1,Dr. Karim,A,Enrolled
CRS052102,2026014900000521,CSE203,Data Structures,3.0,1,Mr. Chowdhury,A,Enrolled
CRS052103,2026014900000521,CSE211,Database Systems,3.0,1,Dr. Rahman,A,Enrolled
CRS052104,2026014900000521,CSE305,Operating Systems,3.0,1,Ms. Akter,A,Enrolled
CRS052105,2026014900000521,CSE321,Artificial Intelligence,3.0,1,Dr. Rahman,A,Enrolled
CRS052201,2026025000000522,EEE101,Electrical Circuits,3.0,2,Ms. Akter,B,Enrolled
CRS052202,2026025000000522,EEE203,Digital Electronics,3.0,2,Ms. Akter,B,Enrolled
CRS052203,2026025000000522,EEE221,Signals and Systems,3.0,2,Ms. Akter,B,Enrolled
CRS052204,2026025000000522,EEE303,Power Systems,3.0,2,Ms. Akter,B,Enrolled
CRS052205,2026025000000522,EEE315,Control Systems,3.0,2,Dr. Karim,B,Enrolled
CRS052301,2026035100000523,BUS101,Principles of Management,3.0,3,Ms. Akter,C,Enrolled
CRS052302,2026035100000523,BUS203,Business Communication,3.0,3,Ms. Akter,C,Enrolled
CRS052303,2026035100000523,FIN221,Corporate Finance,3.0,3,Mr. Chowdhury,C,Enrolled
CRS052304,2026035100000523,MKT301,Marketing Management,3.0,3,Mr. Chowdhury,C,Enrolled
CRS052305,2026035100000523,ACC211,Financial Accounting,3.0,3,Prof. Sultana,C,Enrolled
CRS052401,2026045200000524,ENG101,Composition and Rhetoric,3.0,4,Dr. Rahman,D,Enrolled
CRS052402,2026045200000524,ENG205,Bangladeshi Literature,3.0,4,Dr. Rahman,D,Enrolled
CRS052403,2026045200000524,ENG221,Phonetics,3.0,4,Dr. Karim,D,Enrolled
CRS052404,2026045200000524,ENG303,Postcolonial Studies,3.0,4,Prof. Sultana,D,Enrolled
CRS052405,2026045200000524,ENG315,ELT Methods,3.0,4,Dr. Karim,D,Enrolled
CRS052501,2026055300000525,LAW101,Legal System of Bangladesh,3.0,5,Dr. Karim,A,Enrolled
CRS052502,2026055300000525,LAW203,Constitutional Law,3.0,5,Dr. Karim,A,Enrolled
CRS052503,2026055300000525,LAW221,Criminal Law,3.0,5,Mr. Chowdhury,A,Enrolled
CRS052504,2026055300000525,LAW303,Contract Law,3.0,5,Mr. Chowdhury,A,Enrolled
CRS052505,2026055300000525,LAW315,Land Laws,3.0,5,Mr. Chowdhury,A,Enrolled
CRS052601,2026065400000526,PHR101,Pharmaceutical Chemistry,3.0,6,Dr. Karim,B,Enrolled
CRS052602,2026065400000526,PHR203,Pharmacognosy,3.0,6,Dr. Karim,B,Enrolled
CRS052603,2026065400000526,PHR221,Human Physiology,3.0,6,Prof. Sultana,B,Enrolled
CRS052604,2026065400000526,PHR303,Clinical Pharmacy,3.0,6,Prof. Sultana,B,Enrolled
CRS052605,2026065400000526,PHR315,Dosage Form Design,3.0,6,Prof. Sultana,B,Enrolled
CRS052701,2026075500000527,CE101,Engineering Drawing,3.0,7,Prof. Sultana,C,Enrolled
CRS052702,2026075500000527,CE203,Structural Mechanics,3.0,7,Ms. Akter,C,Enrolled
CRS052703,2026075500000527,CE221,Surveying,3.0,7,Mr. Chowdhury,C,Enrolled
CRS052704,2026075500000527,CE303,Transportation Engineering,3.0,7,Mr. Chowdhury,C,Enrolled
CRS052705,2026075500000527,CE315,Environmental Engineering,3.0,7,Ms. Akter,C,Enrolled
CRS052801,2026085600000528,ECO101,Microeconomics,3.0,8,Mr. Chowdhury,D,Enrolled
CRS052802,2026085600000528,ECO203,Macroeconomics,3.0,8,Dr. Karim,D,Enrolled
CRS052803,2026085600000528,ECO221,Bangladesh Economy,3.0,8,Dr. Rahman,D,Enrolled
CRS052804,2026085600000528,ECO303,Development Economics,3.0,8,Dr. Karim,D,Enrolled
CRS052805,2026085600000528,ECO315,Econometrics,3.0,8,Prof. Sultana,D,Enrolled
CRS052901,2026014900000529,CSE101,Structured Programming,3.0,1,Dr. Karim,A,Enrolled
CRS052902,2026014900000529,CSE203,Data Structures,3.0,1,Ms. Akter,A,Enrolled
CRS052903,2026014900000529,CSE211,Database Systems,3.0,1,Ms. Akter,A,Enrolled
CRS052904,2026014900000529,CSE305,Operating Systems,3.0,1,Ms. Akter,A,Enrolled
CRS052905,2026014900000529,CSE321,Artificial Intelligence,3.0,1,Dr. Rahman,A,Enrolled
CRS053001,2026025000000530,EEE101,Electrical Circuits,3.0,2,Dr. Karim,B,Enrolled
CRS053002,2026025000000530,EEE203,Digital Electronics,3.0,2,Dr. Rahman,B,Enrolled
CRS053003,2026025000000530,EEE221,Signals and Systems,3.0,2,Dr. Rahman,B,Enrolled
CRS053004,2026025000000530,EEE303,Power Systems,3.0,2,Mr. Chowdhury,B,Enrolled
CRS053005,2026025000000530,EEE315,Control Systems,3.0,2,Prof. Sultana,B,Enrolled
CRS053101,2026035100000531,BUS101,Principles of Management,3.0,3,Dr. Karim,C,Enrolled
CRS053102,2026035100000531,BUS203,Business Communication,3.0,3,Mr. Chowdhury,C,Enrolled
CRS053103,2026035100000531,FIN221,Corporate Finance,3.0,3,Dr. Karim,C,Enrolled
CRS053104,2026035100000531,MKT301,Marketing Management,3.0,3,Prof. Sultana,C,Enrolled
CRS053105,2026035100000531,ACC211,Financial Accounting,3.0,3,Dr. Karim,C,Enrolled
CRS053201,2026045200000532,ENG101,Composition and Rhetoric,3.0,4,Prof. Sultana,D,Enrolled
CRS053202,2026045200000532,ENG205,Bangladeshi Literature,3.0,4,Ms. Akter,D,Enrolled
CRS053203,2026045200000532,ENG221,Phonetics,3.0,4,Prof. Sultana,D,Enrolled
CRS053204,2026045200000532,ENG303,Postcolonial Studies,3.0,4,Dr. Karim,D,Enrolled
CRS053205,2026045200000532,ENG315,ELT Methods,3.0,4,Dr. Rahman,D,Enrolled
CRS053301,2026055300000533,LAW101,Legal System of Bangladesh,3.0,5,Ms. Akter,A,Enrolled
CRS053302,2026055300000533,LAW203,Constitutional Law,3.0,5,Mr. Chowdhury,A,Enrolled
CRS053303,2026055300000533,LAW221,Criminal Law,3.0,5,Prof. Sultana,A,Enrolled
CRS053304,2026055300000533,LAW303,Contract Law,3.0,5,Dr. Rahman,A,Enrolled
CRS053305,2026055300000533,LAW315,Land Laws,3.0,5,Dr. Rahman,A,Enrolled
CRS053401,2026065400000534,PHR101,Pharmaceutical Chemistry,3.0,6,Mr. Chowdhury,B,Enrolled
CRS053402,2026065400000534,PHR203,Pharmacognosy,3.0,6,Mr. Chowdhury,B,Enrolled
CRS053403,2026065400000534,PHR221,Human Physiology,3.0,6,Mr. Chowdhury,B,Enrolled
CRS053404,2026065400000534,PHR303,Clinical Pharmacy,3.0,6,Prof. Sultana,B,Enrolled
CRS053405,2026065400000534,PHR315,Dosage Form Design,3.0,6,Dr. Karim,B,Enrolled
CRS053501,2026075500000535,CE101,Engineering Drawing,3.0,7,Prof. Sultana,C,Enrolled
CRS053502,2026075500000535,CE203,Structural Mechanics,3.0,7,Dr. Rahman,C,Enrolled
CRS053503,2026075500000535,CE221,Surveying,3.0,7,Mr. Chowdhury,C,Enrolled
CRS053504,2026075500000535,CE303,Transportation Engineering,3.0,7,Prof. Sultana,C,Enrolled
CRS053505,2026075500000535,CE315,Environmental Engineering,3.0,7,Prof. Sultana,C,Enrolled
CRS053601,2026085600000536,ECO101,Microeconomics,3.0,8,Mr. Chowdhury,D,Enrolled
CRS053602,2026085600000536,ECO203,Macroeconomics,3.0,8,Prof. Sultana,D,Enrolled
CRS053603,2026085600000536,ECO221,Bangladesh Economy,3.0,8,Dr. Karim,D,Enrolled
CRS053604,2026085600000536,ECO303,Development Economics,3.0,8,Mr. Chowdhury,D,Enrolled
CRS053605,2026085600000536,ECO315,Econometrics,3.0,8,Mr. Chowdhury,D,Enrolled
CRS053701,2026014900000537,CSE101,Structured Programming,3.0,1,Dr. Rahman,A,Enrolled
CRS053702,2026014900000537,CSE203,Data Structures,3.0,1,Dr. Karim,A,Enrolled
CRS053703,2026014900000537,CSE211,Database Systems,3.0,1,Dr. Karim,A,Enrolled
CRS053704,2026014900000537,CSE305,Operating Systems,3.0,1,Prof. Sultana,A,Enrolled
CRS053705,2026014900000537,CSE321,Artificial Intelligence,3.0,1,Prof. Sultana,A,Enrolled
CRS053801,2026025000000538,EEE101,Electrical Circuits,3.0,2,Ms. Akter,B,Enrolled
CRS053802,2026025000000538,EEE203,Digital Electronics,3.0,2,Ms. Akter,B,Enrolled
CRS053803,2026025000000538,EEE221,Signals and Systems,3.0,2,Prof. Sultana,B,Enrolled
CRS053804,2026025000000538,EEE303,Power Systems,3.0,2,Mr. Chowdhury,B,Enrolled
CRS053805,2026025000000538,EEE315,Control Systems,3.0,2,Mr. Chowdhury,B,Enrolled
CRS053901,2026035100000539,BUS101,Principles of Management,3.0,3,Mr. Chowdhury,C,Enrolled
CRS053902,2026035100000539,BUS203,Business Communication,3.0,3,Dr. Rahman,C,Enrolled
CRS053903,2026035100000539,FIN221,Corporate Finance,3.0,3,Dr. Rahman,C,Enrolled
CRS053904,2026035100000539,MKT301,Marketing Management,3.0,3,Ms. Akter,C,Enrolled
CRS053905,2026035100000539,ACC211,Financial Accounting,3.0,3,Dr. Rahman,C,Enrolled
CRS054001,2026045200000540,ENG101,Composition and Rhetoric,3.0,4,Mr. Chowdhury,D,Enrolled
CRS054002,2026045200000540,ENG205,Bangladeshi Literature,3.0,4,Dr. Karim,D,Enrolled
CRS054003,2026045200000540,ENG221,Phonetics,3.0,4,Dr. Karim,D,Enrolled
CRS054004,2026045200000540,ENG303,Postcolonial Studies,3.0,4,Prof. Sultana,D,Enrolled
CRS054005,2026045200000540,ENG315,ELT Methods,3.0,4,Mr. Chowdhury,D,Enrolled
CRS054101,2026055300000541,LAW101,Legal System of Bangladesh,3.0,5,Dr. Karim,A,Enrolled
CRS054102,2026055300000541,LAW203,Constitutional Law,3.0,5,Dr. Rahman,A,Enrolled
CRS054103,2026055300000541,LAW221,Criminal Law,3.0,5,Mr. Chowdhury,A,Enrolled
CRS054104,2026055300000541,LAW303,Contract Law,3.0,5,Mr. Chowdhury,A,Enrolled
CRS054105,2026055300000541,LAW315,Land Laws,3.0,5,Dr. Karim,A,Enrolled
CRS054201,2026065400000542,PHR101,Pharmaceutical Chemistry,3.0,6,Dr. Karim,B,Enrolled
CRS054202,2026065400000542,PHR203,Pharmacognosy,3.0,6,Mr. Chowdhury,B,Enrolled
CRS054203,2026065400000542,PHR221,Human Physiology,3.0,6,Dr. Rahman,B,Enrolled
CRS054204,2026065400000542,PHR303,Clinical Pharmacy,3.0,6,Mr. Chowdhury,B,Enrolled
CRS054205,2026065400000542,PHR315,Dosage Form Design,3.0,6,Prof. Sultana,B,Enrolled
CRS054301,2026075500000543,CE101,Engineering Drawing,3.0,7,Dr. Karim,C,Enrolled
CRS054302,2026075500000543,CE203,Structural Mechanics,3.0,7,Dr. Karim,C,Enrolled
CRS054303,2026075500000543,CE221,Surveying,3.0,7,Mr. Chowdhury,C,Enrolled
CRS054304,2026075500000543,CE303,Transportation Engineering,3.0,7,Ms. Akter,C,Enrolled
CRS054305,2026075500000543,CE315,Environmental Engineering,3.0,7,Prof. Sultana,C,Enrolled
CRS054401,2026085600000544,ECO101,Microeconomics,3.0,8,Prof. Sultana,D,Enrolled
CRS054402,2026085600000544,ECO203,Macroeconomics,3.0,8,Ms. Akter,D,Enrolled
CRS054403,2026085600000544,ECO221,Bangladesh Economy,3.0,8,Mr. Chowdhury,D,Enrolled
CRS054404,2026085600000544,ECO303,Development Economics,3.0,8,Ms. Akter,D,Enrolled
CRS054405,2026085600000544,ECO315,Econometrics,3.0,8,Ms. Akter,D,Enrolled
CRS054501,2026014900000545,CSE101,Structured Programming,3.0,1,Dr. Rahman,A,Enrolled
CRS054502,2026014900000545,CSE203,Data Structures,3.0,1,Prof. Sultana,A,Enrolled
CRS054503,2026014900000545,CSE211,Database Systems,3.0,1,Dr. Rahman,A,Enrolled
CRS054504,2026014900000545,CSE305,Operating Systems,3.0,1,Ms. Akter,A,Enrolled
CRS054505,2026014900000545,CSE321,Artificial Intelligence,3.0,1,Ms. Akter,A,Enrolled
CRS054601,2026025000000546,EEE101,Electrical Circuits,3.0,2,Mr. Chowdhury,B,Enrolled
CRS054602,2026025000000546,EEE203,Digital Electronics,3.0,2,Dr. Rahman,B,Enrolled
CRS054603,2026025000000546,EEE221,Signals and Systems,3.0,2,Prof. Sultana,B,Enrolled
CRS054604,2026025000000546,EEE303,Power Systems,3.0,2,Prof. Sultana,B,Enrolled
CRS054605,2026025000000546,EEE315,Control Systems,3.0,2,Ms. Akter,B,Enrolled
CRS054701,2026035100000547,BUS101,Principles of Management,3.0,3,Prof. Sultana,C,Enrolled
CRS054702,2026035100000547,BUS203,Business Communication,3.0,3,Prof. Sultana,C,Enrolled
CRS054703,2026035100000547,FIN221,Corporate Finance,3.0,3,Mr. Chowdhury,C,Enrolled
CRS054704,2026035100000547,MKT301,Marketing Management,3.0,3,Mr. Chowdhury,C,Enrolled
CRS054705,2026035100000547,ACC211,Financial Accounting,3.0,3,Dr. Karim,C,Enrolled
CRS054801,2026045200000548,ENG101,Composition and Rhetoric,3.0,4,Mr. Chowdhury,D,Enrolled
CRS054802,2026045200000548,ENG205,Bangladeshi Literature,3.0,4,Dr. Karim,D,Enrolled
CRS054803,2026045200000548,ENG221,Phonetics,3.0,4,Dr. Karim,D,Enrolled
CRS054804,2026045200000548,ENG303,Postcolonial Studies,3.0,4,Dr. Rahman,D,Enrolled
CRS054805,2026045200000548,ENG315,ELT Methods,3.0,4,Prof. Sultana,D,Enrolled
CRS054901,2026055300000549,LAW101,Legal System of Bangladesh,3.0,5,Dr. Karim,A,Enrolled
CRS054902,2026055300000549,LAW203,Constitutional Law,3.0,5,Prof. Sultana,A,Enrolled
CRS054903,2026055300000549,LAW221,Criminal Law,3.0,5,Mr. Chowdhury,A,Enrolled
CRS054904,2026055300000549,LAW303,Contract Law,3.0,5,Mr. Chowdhury,A,Enrolled
CRS054905,2026055300000549,LAW315,Land Laws,3.0,5,Ms. Akter,A,Enrolled
CRS055001,2026065400000550,PHR101,Pharmaceutical Chemistry,3.0,6,Mr. Chowdhury,B,Enrolled
CRS055002,2026065400000550,PHR203,Pharmacognosy,3.0,6,Ms. Akter,B,Enrolled
CRS055003,2026065400000550,PHR221,Human Physiology,3.0,6,Dr. Karim,B,Enrolled
CRS055004,2026065400000550,PHR303,Clinical Pharmacy,3.0,6,Dr. Karim,B,Enrolled
CRS055005,2026065400000550,PHR315,Dosage Form Design,3.0,6,Mr. Chowdhury,B,Enrolled
CRS055101,2026075500000551,CE101,Engineering Drawing,3.0,7,Dr. Rahman,C,Enrolled
CRS055102,2026075500000551,CE203,Structural Mechanics,3.0,7,Mr. Chowdhury,C,Enrolled
CRS055103,2026075500000551,CE221,Surveying,3.0,7,Ms. Akter,C,Enrolled
CRS055104,2026075500000551,CE303,Transportation Engineering,3.0,7,Dr. Karim,C,Enrolled
CRS055105,2026075500000551,CE315,Environmental Engineering,3.0,7,Ms. Akter,C,Enrolled
CRS055201,2026085600000552,ECO101,Microeconomics,3.0,8,Mr. Chowdhury,D,Enrolled
CRS055202,2026085600000552,ECO203,Macroeconomics,3.0,8,Mr. Chowdhury,D,Enrolled
CRS055203,2026085600000552,ECO221,Bangladesh Economy,3.0,8,Mr. Chowdhury,D,Enrolled
CRS055204,2026085600000552,ECO303,Development Economics,3.0,8,Mr. Chowdhury,D,Enrolled
CRS055205,2026085600000552,ECO315,Econometrics,3.0,8,Ms. Akter,D,Enrolled
CRS055301,2026014900000553,CSE101,Structured Programming,3.0,1,Dr. Karim,A,Enrolled
CRS055302,2026014900000553,CSE203,Data Structures,3.0,1,Dr. Karim,A,Enrolled
CRS055303,2026014900000553,CSE211,Database Systems,3.0,1,Mr. Chowdhury,A,Enrolled
CRS055304,2026014900000553,CSE305,Operating Systems,3.0,1,Ms. Akter,A,Enrolled
CRS055305,2026014900000553,CSE321,Artificial Intelligence,3.0,1,Dr. Rahman,A,Enrolled
CRS055401,2026025000000554,EEE101,Electrical Circuits,3.0,2,Prof. Sultana,B,Enrolled
CRS055402,2026025000000554,EEE203,Digital Electronics,3.0,2,Prof. Sultana,B,Enrolled
CRS055403,2026025000000554,EEE221,Signals and Systems,3.0,2,Ms. Akter,B,Enrolled
CRS055404,2026025000000554,EEE303,Power Systems,3.0,2,Ms. Akter,B,Enrolled
CRS055405,2026025000000554,EEE315,Control Systems,3.0,2,Ms. Akter,B,Enrolled
CRS055501,2026035100000555,BUS101,Principles of Management,3.0,3,Prof. Sultana,C,Enrolled
CRS055502,2026035100000555,BUS203,Business Communication,3.0,3,Dr. Karim,C,Enrolled
CRS055503,2026035100000555,FIN221,Corporate Finance,3.0,3,Dr. Karim,C,Enrolled
CRS055504,2026035100000555,MKT301,Marketing Management,3.0,3,Mr. Chowdhury,C,Enrolled
CRS055505,2026035100000555,ACC211,Financial Accounting,3.0,3,Dr. Rahman,C,Enrolled
CRS055601,2026045200000556,ENG101,Composition and Rhetoric,3.0,4,Dr. Rahman,D,Enrolled
CRS055602,2026045200000556,ENG205,Bangladeshi Literature,3.0,4,Dr. Karim,D,Enrolled
CRS055603,2026045200000556,ENG221,Phonetics,3.0,4,Ms. Akter,D,Enrolled
CRS055604,2026045200000556,ENG303,Postcolonial Studies,3.0,4,Dr. Rahman,D,Enrolled
CRS055605,2026045200000556,ENG315,ELT Methods,3.0,4,Ms. Akter,D,Enrolled
CRS055701,2026055300000557,LAW101,Legal System of Bangladesh,3.0,5,Dr. Karim,A,Enrolled
CRS055702,2026055300000557,LAW203,Constitutional Law,3.0,5,Mr. Chowdhury,A,Enrolled
CRS055703,2026055300000557,LAW221,Criminal Law,3.0,5,Dr. Rahman,A,Enrolled
CRS055704,2026055300000557,LAW303,Contract Law,3.0,5,Mr. Chowdhury,A,Enrolled
CRS055705,2026055300000557,LAW315,Land Laws,3.0,5,Dr. Rahman,A,Enrolled
CRS055801,2026065400000558,PHR101,Pharmaceutical Chemistry,3.0,6,Prof. Sultana,B,Enrolled
CRS055802,2026065400000558,PHR203,Pharmacognosy,3.0,6,Prof. Sultana,B,Enrolled
CRS055803,2026065400000558,PHR221,Human Physiology,3.0,6,Prof. Sultana,B,Enrolled
CRS055804,2026065400000558,PHR303,Clinical Pharmacy,3.0,6,Mr. Chowdhury,B,Enrolled
CRS055805,2026065400000558,PHR315,Dosage Form Design,3.0,6,Ms. Akter,B,Enrolled
CRS055901,2026075500000559,CE101,Engineering Drawing,3.0,7,Ms. Akter,C,Enrolled
CRS055902,2026075500000559,CE203,Structural Mechanics,3.0,7,Dr. Rahman,C,Enrolled
CRS055903,2026075500000559,CE221,Surveying,3.0,7,Prof. Sultana,C,Enrolled
CRS055904,2026075500000559,CE303,Transportation Engineering,3.0,7,Ms. Akter,C,Enrolled
CRS055905,2026075500000559,CE315,Environmental Engineering,3.0,7,Prof. Sultana,C,Enrolled
CRS056001,2026085600000560,ECO101,Microeconomics,3.0,8,Ms. Akter,D,Enrolled
CRS056002,2026085600000560,ECO203,Macroeconomics,3.0,8,Mr. Chowdhury,D,Enrolled
CRS056003,2026085600000560,ECO221,Bangladesh Economy,3.0,8,Mr. Chowdhury,D,Enrolled
CRS056004,2026085600000560,ECO303,Development Economics,3.0,8,Prof. Sultana,D,Enrolled
CRS056005,2026085600000560,ECO315,Econometrics,3.0,8,Dr. Rahman,D,Enrolled
CRS056101,2026014900000561,CSE101,Structured Programming,3.0,1,Ms. Akter,A,Enrolled
CRS056102,2026014900000561,CSE203,Data Structures,3.0,1,Mr. Chowdhury,A,Enrolled
CRS056103,2026014900000561,CSE211,Database Systems,3.0,1,Prof. Sultana,A,Enrolled
CRS056104,2026014900000561,CSE305,Operating Systems,3.0,1,Dr. Karim,A,Enrolled
CRS056105,2026014900000561,CSE321,Artificial Intelligence,3.0,1,Dr. Karim,A,Enrolled
CRS056201,2026025000000562,EEE101,Electrical Circuits,3.0,2,Dr. Karim,B,Enrolled
CRS056202,2026025000000562,EEE203,Digital Electronics,3.0,2,Mr. Chowdhury,B,Enrolled
CRS056203,2026025000000562,EEE221,Signals and Systems,3.0,2,Prof. Sultana,B,Enrolled
CRS056204,2026025000000562,EEE303,Power Systems,3.0,2,Dr. Karim,B,Enrolled
CRS056205,2026025000000562,EEE315,Control Systems,3.0,2,Dr. Karim,B,Enrolled
CRS056301,2026035100000563,BUS101,Principles of Management,3.0,3,Ms. Akter,C,Enrolled
CRS056302,2026035100000563,BUS203,Business Communication,3.0,3,Dr. Karim,C,Enrolled
CRS056303,2026035100000563,FIN221,Corporate Finance,3.0,3,Ms. Akter,C,Enrolled
CRS056304,2026035100000563,MKT301,Marketing Management,3.0,3,Dr. Karim,C,Enrolled
CRS056305,2026035100000563,ACC211,Financial Accounting,3.0,3,Prof. Sultana,C,Enrolled
CRS056401,2026045200000564,ENG101,Composition and Rhetoric,3.0,4,Prof. Sultana,D,Enrolled
CRS056402,2026045200000564,ENG205,Bangladeshi Literature,3.0,4,Dr. Karim,D,Enrolled
CRS056403,2026045200000564,ENG221,Phonetics,3.0,4,Ms. Akter,D,Enrolled
CRS056404,2026045200000564,ENG303,Postcolonial Studies,3.0,4,Prof. Sultana,D,Enrolled
CRS056405,2026045200000564,ENG315,ELT Methods,3.0,4,Ms. Akter,D,Enrolled
CRS056501,2026055300000565,LAW101,Legal System of Bangladesh,3.0,5,Mr. Chowdhury,A,Enrolled
CRS056502,2026055300000565,LAW203,Constitutional Law,3.0,5,Prof. Sultana,A,Enrolled
CRS056503,2026055300000565,LAW221,Criminal Law,3.0,5,Mr. Chowdhury,A,Enrolled
CRS056504,2026055300000565,LAW303,Contract Law,3.0,5,Mr. Chowdhury,A,Enrolled
CRS056505,2026055300000565,LAW315,Land Laws,3.0,5,Dr. Karim,A,Enrolled
CRS056601,2026065400000566,PHR101,Pharmaceutical Chemistry,3.0,6,Mr. Chowdhury,B,Enrolled
CRS056602,2026065400000566,PHR203,Pharmacognosy,3.0,6,Dr. Rahman,B,Enrolled
CRS056603,2026065400000566,PHR221,Human Physiology,3.0,6,Dr. Rahman,B,Enrolled
CRS056604,2026065400000566,PHR303,Clinical Pharmacy,3.0,6,Ms. Akter,B,Enrolled
CRS056605,2026065400000566,PHR315,Dosage Form Design,3.0,6,Prof. Sultana,B,Enrolled
CRS056701,2026075500000567,CE101,Engineering Drawing,3.0,7,Dr. Rahman,C,Enrolled
CRS056702,2026075500000567,CE203,Structural Mechanics,3.0,7,Prof. Sultana,C,Enrolled
CRS056703,2026075500000567,CE221,Surveying,3.0,7,Dr. Karim,C,Enrolled
CRS056704,2026075500000567,CE303,Transportation Engineering,3.0,7,Mr. Chowdhury,C,Enrolled
CRS056705,2026075500000567,CE315,Environmental Engineering,3.0,7,Dr. Karim,C,Enrolled
CRS056801,2026085600000568,ECO101,Microeconomics,3.0,8,Dr. Rahman,D,Enrolled
CRS056802,2026085600000568,ECO203,Macroeconomics,3.0,8,Dr. Karim,D,Enrolled
CRS056803,2026085600000568,ECO221,Bangladesh Economy,3.0,8,Mr. Chowdhury,D,Enrolled
CRS056804,2026085600000568,ECO303,Development Economics,3.0,8,Ms. Akter,D,Enrolled
CRS056805,2026085600000568,ECO315,Econometrics,3.0,8,Mr. Chowdhury,D,Enrolled
CRS056901,2026014900000569,CSE101,Structured Programming,3.0,1,Prof. Sultana,A,Enrolled
CRS056902,2026014900000569,CSE203,Data Structures,3.0,1,Ms. Akter,A,Enrolled
CRS056903,2026014900000569,CSE211,Database Systems,3.0,1,Ms. Akter,A,Enrolled
CRS056904,2026014900000569,CSE305,Operating Systems,3.0,1,Ms. Akter,A,Enrolled
CRS056905,2026014900000569,CSE321,Artificial Intelligence,3.0,1,Ms. Akter,A,Enrolled
CRS057001,2026025000000570,EEE101,Electrical Circuits,3.0,2,Prof. Sultana,B,Enrolled
CRS057002,2026025000000570,EEE203,Digital Electronics,3.0,2,Mr. Chowdhury,B,Enrolled
CRS057003,2026025000000570,EEE221,Signals and Systems,3.0,2,Ms. Akter,B,Enrolled
CRS057004,2026025000000570,EEE303,Power Systems,3.0,2,Dr. Rahman,B,Enrolled
CRS057005,2026025000000570,EEE315,Control Systems,3.0,2,Dr. Rahman,B,Enrolled
CRS057101,2026035100000571,BUS101,Principles of Management,3.0,3,Mr. Chowdhury,C,Enrolled
CRS057102,2026035100000571,BUS203,Business Communication,3.0,3,Dr. Karim,C,Enrolled
