exam_id,student_id,semester,course_code,exam_type,exam_date,marks,grade,gpa
EXM045505,2026075500000455,7,CE315,Final,2026-07-21,78,A,3.75
EXM045601,2026085600000456,8,ECO101,Final,2026-07-18,47,C,2.25
EXM045602,2026085600000456,8,ECO203,Final,2026-07-19,71,A-,3.50
EXM045603,2026085600000456,8,ECO221,Final,2026-07-20,66,B+,3.25
EXM045604,2026085600000456,8,ECO303,Final,2026-07-21,95,A+,4.00
EXM045605,2026085600000456,8,ECO315,Final,2026-07-22,76,A,3.75
EXM045701,2026014900000457,1,CSE101,Final,2026-07-19,58,B-,2.75
EXM045702,2026014900000457,1,CSE203,Final,2026-07-20,75,A,3.75
EXM045703,2026014900000457,1,CSE211,Final,2026-07-21,54,C+,2.50
EXM045704,2026014900000457,1,CSE305,Final,2026-07-22,80,A+,4.00
EXM045705,2026014900000457,1,CSE321,Final,2026-07-23,60,B,3.00
EXM045801,2026025000000458,2,EEE101,Final,2026-07-20,68,B+,3.25
EXM045802,2026025000000458,2,EEE203,Final,2026-07-21,73,A-,3.50
EXM045803,2026025000000458,2,EEE221,Final,2026-07-22,56,B-,2.75
EXM045804,2026025000000458,2,EEE303,Final,2026-07-23,56,B-,2.75
EXM045805,2026025000000458,2,EEE315,Final,2026-07-24,65,B+,3.25
EXM045901,2026035100000459,3,BUS101,Final,2026-07-21,52,C+,2.50
EXM045902,2026035100000459,3,BUS203,Final,2026-07-22,47,C,2.25
EXM045903,2026035100000459,3,FIN221,Final,2026-07-23,60,B,3.00
EXM045904,2026035100000459,3,MKT301,Final,2026-07-24,88,A+,4.00
EXM045905,2026035100000459,3,ACC211,Final,2026-07-25,43,D,2.00
EXM046001,2026045200000460,4,ENG101,Final,2026-07-02,90,A+,4.00
EXM046002,2026045200000460,4,ENG205,Final,2026-07-03,88,A+,4.00
EXM046003,2026045200000460,4,ENG221,Final,2026-07-04,52,C+,2.50
EXM046004,2026045200000460,4,ENG303,Final,2026-07-05,83,A+,4.00
EXM046005,2026045200000460,4,ENG315,Final,2026-07-06,92,A+,4.00
EXM046101,2026055300000461,5,LAW101,Final,2026-07-03,70,A-,3.50
EXM046102,2026055300000461,5,LAW203,Final,2026-07-04,78,A,3.75
EXM046103,2026055300000461,5,LAW221,Final,2026-07-05,60,B,3.00
EXM046104,2026055300000461,5,LAW303,Final,2026-07-06,80,A+,4.00
EXM046105,2026055300000461,5,LAW315,Final,2026-07-07,85,A+,4.00
EXM046201,2026065400000462,6,PHR101,Final,2026-07-04,70,A-,3.50
EXM046202,2026065400000462,6,PHR203,Final,2026-07-05,50,C+,2.50
EXM046203,2026065400000462,6,PHR221,Final,2026-07-06,53,C+,2.50
EXM046204,2026065400000462,6,PHR303,Final,2026-07-07,81,A+,4.00
EXM046205,2026065400000462,6,PHR315,Final,2026-07-08,83,A+,4.00
EXM046301,2026075500000463,7,CE101,Final,2026-07-05,86,A+,4.00
EXM046302,2026075500000463,7,CE203,Final,2026-07-06,61,B,3.00
EXM046303,2026075500000463,7,CE221,Final,2026-07-07,45,C,2.25
EXM046304,2026075500000463,7,CE303,Final,2026-07-08,79,A,3.75
EXM046305,2026075500000463,7,CE315,Final,2026-07-09,75,A,3.75
EXM046401,2026085600000464,8,ECO101,Final,2026-07-06,58,B-,2.75
EXM046402,2026085600000464,8,ECO203,Final,2026-07-07,71,A-,3.50
EXM046403,2026085600000464,8,ECO221,Final,2026-07-08,71,A-,3.50
EXM046404,2026085600000464,8,ECO303,Final,2026-07-09,72,A-,3.50
EXM046405,2026085600000464,8,ECO315,Final,2026-07-10,90,A+,4.00
EXM046501,2026014900000465,1,CSE101,Final,2026-07-07,49,C,2.25
EXM046502,2026014900000465,1,CSE203,Final,2026-07-08,70,A-,3.50
EXM046503,2026014900000465,1,CSE211,Final,2026-07-09,43,D,2.00
EXM046504,2026014900000465,1,CSE305,Final,2026-07-10,59,B-,2.75
EXM046505,2026014900000465,1,CSE321,Final,2026-07-11,48,C,2.25
EXM046601,2026025000000466,2,EEE101,Final,2026-07-08,72,A-,3.50
EXM046602,2026025000000466,2,EEE203,Final,2026-07-09,58,B-,2.75
EXM046603,2026025000000466,2,EEE221,Final,2026-07-10,77,A,3.75
EXM046604,2026025000000466,2,EEE303,Final,2026-07-11,68,B+,3.25
EXM046605,2026025000000466,2,EEE315,Final,2026-07-12,53,C+,2.50
EXM046701,2026035100000467,3,BUS101,Final,2026-07-09,97,A+,4.00
EXM046702,2026035100000467,3,BUS203,Final,2026-07-10,52,C+,2.50
EXM046703,2026035100000467,3,FIN221,Final,2026-07-11,42,D,2.00
EXM046704,2026035100000467,3,MKT301,Final,2026-07-12,46,C,2.25
EXM046705,2026035100000467,3,ACC211,Final,2026-07-13,73,A-,3.50
EXM046801,2026045200000468,4,ENG101,Final,2026-07-10,45,C,2.25
EXM046802,2026045200000468,4,ENG205,Final,2026-07-11,83,A+,4.00
EXM046803,2026045200000468,4,ENG221,Final,2026-07-12,44,D,2.00
EXM046804,2026045200000468,4,ENG303,Final,2026-07-13,42,D,2.00
EXM046805,2026045200000468,4,ENG315,Final,2026-07-14,55,B-,2.75
EXM046901,2026055300000469,5,LAW101,Final,2026-07-11,53,C+,2.50
EXM046902,2026055300000469,5,LAW203,Final,2026-07-12,70,A-,3.50
EXM046903,2026055300000469,5,LAW221,Final,2026-07-13,43,D,2.00
EXM046904,2026055300000469,5,LAW303,Final,2026-07-14,53,C+,2.50
EXM046905,2026055300000469,5,LAW315,Final,2026-07-15,60,B,3.00
EXM047001,2026065400000470,6,PHR101,Final,2026-07-12,81,A+,4.00
EXM047002,2026065400000470,6,PHR203,Final,2026-07-13,75,A,3.75
EXM047003,2026065400000470,6,PHR221,Final,2026-07-14,42,D,2.00
EXM047004,2026065400000470,6,PHR303,Final,2026-07-15,58,B-,2.75
EXM047005,2026065400000470,6,PHR315,Final,2026-07-16,73,A-,3.50
EXM047101,2026075500000471,7,CE101,Final,2026-07-13,59,B-,2.75
EXM047102,2026075500000471,7,CE203,Final,2026-07-14,75,A,3.75
EXM047103,2026075500000471,7,CE221,Final,2026-07-15,81,A+,4.00
EXM047104,2026075500000471,7,CE303,Final,2026-07-16,44,D,2.00
EXM047105,2026075500000471,7,CE315,Final,2026-07-17,55,B-,2.75
EXM047201,2026085600000472,8,ECO101,Final,2026-07-14,65,B+,3.25
EXM047202,2026085600000472,8,ECO203,Final,2026-07-15,82,A+,4.00
EXM047203,2026085600000472,8,ECO221,Final,2026-07-16,72,A-,3.50
EXM047204,2026085600000472,8,ECO303,Final,2026-07-17,90,A+,4.00
EXM047205,2026085600000472,8,ECO315,Final,2026-07-18,68,B+,3.25
EXM047301,2026014900000473,1,CSE101,Final,2026-07-15,97,A+,4.00
EXM047302,2026014900000473,1,CSE203,Final,2026-07-16,40,D,2.00
EXM047303,2026014900000473,1,CSE211,Final,2026-07-17,62,B,3.00
EXM047304,2026014900000473,1,CSE305,Final,2026-07-18,80,A+,4.00
EXM047305,2026014900000473,1,CSE321,Final,2026-07-19,63,B,3.00
EXM047401,2026025000000474,2,EEE101,Final,2026-07-16,80,A+,4.00
EXM047402,2026025000000474,2,EEE203,Final,2026-07-17,82,A+,4.00
EXM047403,2026025000000474,2,EEE221,Final,2026-07-18,76,A,3.75
EXM047404,2026025000000474,2,EEE303,Final,2026-07-19,82,A+,4.00
EXM047405,2026025000000474,2,EEE315,Final,2026-07-20,91,A+,4.00
EXM047501,2026035100000475,3,BUS101,Final,2026-07-17,72,A-,3.50
EXM047502,2026035100000475,3,BUS203,Final,2026-07-18,44,D,2.00
EXM047503,2026035100000475,3,FIN221,Final,2026-07-19,83,A+,4.00
EXM047504,2026035100000475,3,MKT301,Final,2026-07-20,94,A+,4.00
EXM047505,2026035100000475,3,ACC211,Final,2026-07-21,81,A+,4.00
EXM047601,2026045200000476,4,ENG101,Final,2026-07-18,55,B-,2.75
EXM047602,2026045200000476,4,ENG205,Final,2026-07-19,51,C+,2.50
EXM047603,2026045200000476,4,ENG221,Final,2026-07-20,45,C,2.25
EXM047604,2026045200000476,4,ENG303,Final,2026-07-21,84,A+,4.00
EXM047605,2026045200000476,4,ENG315,Final,2026-07-22,92,A+,4.00
EXM047701,2026055300000477,5,LAW101,Final,2026-07-19,77,A,3.75
EXM047702,2026055300000477,5,LAW203,Final,2026-07-20,94,A+,4.00
EXM047703,2026055300000477,5,LAW221,Final,2026-07-21,66,B+,3.25
EXM047704,2026055300000477,5,LAW303,Final,2026-07-22,47,C,2.25
EXM047705,2026055300000477,5,LAW315,Final,2026-07-23,54,C+,2.50
EXM047801,2026065400000478,6,PHR101,Final,2026-07-20,71,A-,3.50
EXM047802,2026065400000478,6,PHR203,Final,2026-07-21,42,D,2.00
EXM047803,2026065400000478,6,PHR221,Final,2026-07-22,53,C+,2.50
EXM047804,2026065400000478,6,PHR303,Final,2026-07-23,57,B-,2.75
EXM047805,2026065400000478,6,PHR315,Final,2026-07-24,43,D,2.00
EXM047901,2026075500000479,7,CE101,Final,2026-07-21,82,A+,4.00
EXM047902,2026075500000479,7,CE203,Final,2026-07-22,60,B,3.00
EXM047903,2026075500000479,7,CE221,Final,2026-07-23,88,A+,4.00
EXM047904,2026075500000479,7,CE303,Final,2026-07-24,67,B+,3.25
EXM047905,2026075500000479,7,CE315,Final,2026-07-25,66,B+,3.25
EXM048001,2026085600000480,8,ECO101,Final,2026-07-02,59,B-,2.75
EXM048002,2026085600000480,8,ECO203,Final,2026-07-03,56,B-,2.75
EXM048003,2026085600000480,8,ECO221,Final,2026-07-04,97,A+,4.00
EXM048004,2026085600000480,8,ECO303,Final,2026-07-05,78,A,3.75
EXM048005,2026085600000480,8,ECO315,Final,2026-07-06,91,A+,4.00
EXM048101,2026014900000481,1,CSE101,Final,2026-07-03,44,D,2.00
EXM048102,2026014900000481,1,CSE203,Final,2026-07-04,43,D,2.00
EXM048103,2026014900000481,1,CSE211,Final,2026-07-05,43,D,2.00
EXM048104,2026014900000481,1,CSE305,Final,2026-07-06,47,C,2.25
EXM048105,2026014900000481,1,CSE321,Final,2026-07-07,61,B,3.00
EXM048201,2026025000000482,2,EEE101,Final,2026-07-04,65,B+,3.25
EXM048202,2026025000000482,2,EEE203,Final,2026-07-05,90,A+,4.00
EXM048203,2026025000000482,2,EEE221,Final,2026-07-06,84,A+,4.00
EXM048204,2026025000000482,2,EEE303,Final,2026-07-07,41,D,2.00
EXM048205,2026025000000482,2,EEE315,Final,2026-07-08,94,A+,4.00
EXM048301,2026035100000483,3,BUS101,Final,2026-07-05,90,A+,4.00
EXM048302,2026035100000483,3,BUS203,Final,2026-07-06,90,A+,4.00
EXM048303,2026035100000483,3,FIN221,Final,2026-07-07,57,B-,2.75
EXM048304,2026035100000483,3,MKT301,Final,2026-07-08,69,B+,3.25
EXM048305,2026035100000483,3,ACC211,Final,2026-07-09,65,B+,3.25
EXM048401,2026045200000484,4,ENG101,Final,2026-07-06,60,B,3.00
EXM048402,2026045200000484,4,ENG205,Final,2026-07-07,96,A+,4.00
EXM048403,2026045200000484,4,ENG221,Final,2026-07-08,85,A+,4.00
EXM048404,2026045200000484,4,ENG303,Final,2026-07-09,73,A-,3.50
EXM048405,2026045200000484,4,ENG315,Final,2026-07-10,76,A,3.75
EXM048501,2026055300000485,5,LAW101,Final,2026-07-07,81,A+,4.00
EXM048502,2026055300000485,5,LAW203,Final,2026-07-08,51,C+,2.50
EXM048503,2026055300000485,5,LAW221,Final,2026-07-09,61,B,3.00
EXM048504,2026055300000485,5,LAW303,Final,2026-07-10,54,C+,2.50
EXM048505,2026055300000485,5,LAW315,Final,2026-07-11,65,B+,3.25
EXM048601,2026065400000486,6,PHR101,Final,2026-07-08,71,A-,3.50
EXM048602,2026065400000486,6,PHR203,Final,2026-07-09,41,D,2.00
EXM048603,2026065400000486,6,PHR221,Final,2026-07-10,65,B+,3.25
EXM048604,2026065400000486,6,PHR303,Final,2026-07-11,41,D,2.00
EXM048605,2026065400000486,6,PHR315,Final,2026-07-12,73,A-,3.50
EXM048701,2026075500000487,7,CE101,Final,2026-07-09,91,A+,4.00
EXM048702,2026075500000487,7,CE203,Final,2026-07-10,78,A,3.75
EXM048703,2026075500000487,7,CE221,Final,2026-07-11,68,B+,3.25
EXM048704,2026075500000487,7,CE303,Final,2026-07-12,90,A+,4.00
EXM048705,2026075500000487,7,CE315,Final,2026-07-13,68,B+,3.25
EXM048801,2026085600000488,8,ECO101,Final,2026-07-10,49,C,2.25
EXM048802,2026085600000488,8,ECO203,Final,2026-07-11,66,B+,3.25
EXM048803,2026085600000488,8,ECO221,Final,2026-07-12,60,B,3.00
EXM048804,2026085600000488,8,ECO303,Final,2026-07-13,49,C,2.25
EXM048805,2026085600000488,8,ECO315,Final,2026-07-14,83,A+,4.00
EXM048901,2026014900000489,1,CSE101,Final,2026-07-11,93,A+,4.00
EXM048902,2026014900000489,1,CSE203,Final,2026-07-12,64,B,3.00
EXM048903,2026014900000489,1,CSE211,Final,2026-07-13,88,A+,4.00
EXM048904,2026014900000489,1,CSE305,Final,2026-07-14,77,A,3.75
EXM048905,2026014900000489,1,CSE321,Final,2026-07-15,43,D,2.00
EXM049001,2026025000000490,2,EEE101,Final,2026-07-12,94,A+,4.00
EXM049002,2026025000000490,2,EEE203,Final,2026-07-13,64,B,3.00
EXM049003,2026025000000490,2,EEE221,Final,2026-07-14,75,A,3.75
EXM049004,2026025000000490,2,EEE303,Final,2026-07-15,88,A+,4.00
EXM049005,2026025000000490,2,EEE315,Final,2026-07-16,96,A+,4.00
EXM049101,2026035100000491,3,BUS101,Final,2026-07-13,51,C+,2.50
EXM049102,2026035100000491,3,BUS203,Final,2026-07-14,66,B+,3.25
EXM049103,2026035100000491,3,FIN221,Final,2026-07-15,63,B,3.00
EXM049104,2026035100000491,3,MKT301,Final,2026-07-16,87,A+,4.00
EXM049105,2026035100000491,3,ACC211,Final,2026-07-17,56,B-,2.75
EXM049201,2026045200000492,4,ENG101,Final,2026-07-14,78,A,3.75
EXM049202,2026045200000492,4,ENG205,Final,2026-07-15,61,B,3.00
EXM049203,2026045200000492,4,ENG221,Final,2026-07-16,66,B+,3.25
EXM049204,2026045200000492,4,ENG303,Final,2026-07-17,75,A,3.75
EXM049205,2026045200000492,4,ENG315,Final,2026-07-18,44,D,2.00
EXM049301,2026055300000493,5,LAW101,Final,2026-07-15,47,C,2.25
EXM049302,2026055300000493,5,LAW203,Final,2026-07-16,86,A+,4.00
EXM049303,2026055300000493,5,LAW221,Final,2026-07-17,40,D,2.00
EXM049304,2026055300000493,5,LAW303,Final,2026-07-18,62,B,3.00
EXM049305,2026055300000493,5,LAW315,Final,2026-07-19,46,C,2.25
EXM049401,2026065400000494,6,PHR101,Final,2026-07-16,41,D,2.00
EXM049402,2026065400000494,6,PHR203,Final,2026-07-17,73,A-,3.50
EXM049403,2026065400000494,6,PHR221,Final,2026-07-18,61,B,3.00
EXM049404,2026065400000494,6,PHR303,Final,2026-07-19,53,C+,2.50
EXM049405,2026065400000494,6,PHR315,Final,2026-07-20,66,B+,3.25
EXM049501,2026075500000495,7,CE101,Final,2026-07-17,72,A-,3.50
EXM049502,2026075500000495,7,CE203,Final,2026-07-18,81,A+,4.00
EXM049503,2026075500000495,7,CE221,Final,2026-07-19,74,A-,3.50
EXM049504,2026075500000495,7,CE303,Final,2026-07-20,97,A+,4.00
EXM049505,2026075500000495,7,CE315,Final,2026-07-21,71,A-,3.50
EXM049601,2026085600000496,8,ECO101,Final,2026-07-18,71,A-,3.50
EXM049602,2026085600000496,8,ECO203,Final,2026-07-19,72,A-,3.50
EXM049603,2026085600000496,8,ECO221,Final,2026-07-20,82,A+,4.00
EXM049604,2026085600000496,8,ECO303,Final,2026-07-21,67,B+,3.25
EXM049605,2026085600000496,8,ECO315,Final,2026-07-22,85,A+,4.00
EXM049701,2026014900000497,1,CSE101,Final,2026-07-19,43,D,2.00
EXM049702,2026014900000497,1,CSE203,Final,2026-07-20,41,D,2.00
EXM049703,2026014900000497,1,CSE211,Final,2026-07-21,68,B+,3.25
EXM049704,2026014900000497,1,CSE305,Final,2026-07-22,54,C+,2.50
EXM049705,2026014900000497,1,CSE321,Final,2026-07-23,84,A+,4.00
EXM049801,2026025000000498,2,EEE101,Final,2026-07-20,70,A-,3.50
EXM049802,2026025000000498,2,EEE203,Final,2026-07-21,55,B-,2.75
EXM049803,2026025000000498,2,EEE221,Final,2026-07-22,56,B-,2.75
EXM049804,2026025000000498,2,EEE303,Final,2026-07-23,97,A+,4.00
EXM049805,2026025000000498,2,EEE315,Final,2026-07-24,44,D,2.00
EXM049901,2026035100000499,3,BUS101,Final,2026-07-21,92,A+,4.00
EXM049902,2026035100000499,3,BUS203,Final,2026-07-22,85,A+,4.00
EXM049903,2026035100000499,3,FIN221,Final,2026-07-23,55,B-,2.75
EXM049904,2026035100000499,3,MKT301,Final,2026-07-24,56,B-,2.75
EXM049905,2026035100000499,3,ACC211,Final,2026-07-25,81,A+,4.00
EXM050001,2026045200000500,4,ENG101,Final,2026-07-02,88,A+,4.00
EXM050002,2026045200000500,4,ENG205,Final,2026-07-03,64,B,3.00
EXM050003,2026045200000500,4,ENG221,Final,2026-07-04,46,C,2.25
EXM050004,2026045200000500,4,ENG303,Final,2026-07-05,45,C,2.25
EXM050005,2026045200000500,4,ENG315,Final,2026-07-06,85,A+,4.00
EXM050101,2026055300000501,5,LAW101,Final,2026-07-03,52,C+,2.50
EXM050102,2026055300000501,5,LAW203,Final,2026-07-04,53,C+,2.50
EXM050103,2026055300000501,5,LAW221,Final,2026-07-05,41,D,2.00
EXM050104,2026055300000501,5,LAW303,Final,2026-07-06,62,B,3.00
EXM050105,2026055300000501,5,LAW315,Final,2026-07-07,86,A+,4.00
EXM050201,2026065400000502,6,PHR101,Final,2026-07-04,53,C+,2.50
EXM050202,2026065400000502,6,PHR203,Final,2026-07-05,83,A+,4.00
EXM050203,2026065400000502,6,PHR221,Final,2026-07-06,68,B+,3.25
EXM050204,2026065400000502,6,PHR303,Final,2026-07-07,59,B-,2.75
EXM050205,2026065400000502,6,PHR315,Final,2026-07-08,54,C+,2.50
EXM050301,2026075500000503,7,CE101,Final,2026-07-05,90,A+,4.00
EXM050302,2026075500000503,7,CE203,Final,2026-07-06,63,B,3.00
EXM050303,2026075500000503,7,CE221,Final,2026-07-07,89,A+,4.00
EXM050304,2026075500000503,7,CE303,Final,2026-07-08,51,C+,2.50
EXM050305,2026075500000503,7,CE315,Final,2026-07-09,67,B+,3.25
EXM050401,2026085600000504,8,ECO101,Final,2026-07-06,67,B+,3.25
EXM050402,2026085600000504,8,ECO203,Final,2026-07-07,71,A-,3.50
EXM050403,2026085600000504,8,ECO221,Final,2026-07-08,70,A-,3.50
EXM050404,2026085600000504,8,ECO303,Final,2026-07-09,60,B,3.00
EXM050405,2026085600000504,8,ECO315,Final,2026-07-10,61,B,3.00
EXM050501,2026014900000505,1,CSE101,Final,2026-07-07,76,A,3.75
EXM050502,2026014900000505,1,CSE203,Final,2026-07-08,80,A+,4.00
EXM050503,2026014900000505,1,CSE211,Final,2026-07-09,88,A+,4.00
EXM050504,2026014900000505,1,CSE305,Final,2026-07-10,97,A+,4.00
EXM050505,2026014900000505,1,CSE321,Final,2026-07-11,45,C,2.25
EXM050601,2026025000000506,2,EEE101,Final,2026-07-08,61,B,3.00
EXM050602,2026025000000506,2,EEE203,Final,2026-07-09,42,D,2.00
EXM050603,2026025000000506,2,EEE221,Final,2026-07-10,51,C+,2.50
EXM050604,2026025000000506,2,EEE303,Final,2026-07-11,87,A+,4.00
EXM050605,2026025000000506,2,EEE315,Final,2026-07-12,83,A+,4.00
EXM050701,2026035100000507,3,BUS101,Final,2026-07-09,79,A,3.75
EXM050702,2026035100000507,3,BUS203,Final,2026-07-10,64,B,3.00
EXM050703,2026035100000507,3,FIN221,Final,2026-07-11,69,B+,3.25
EXM050704,2026035100000507,3,MKT301,Final,2026-07-12,47,C,2.25
EXM050705,2026035100000507,3,ACC211,Final,2026-07-13,60,B,3.00
EXM050801,2026045200000508,4,ENG101,Final,2026-07-10,77,A,3.75
EXM050802,2026045200000508,4,ENG205,Final,2026-07-11,71,A-,3.50
EXM050803,2026045200000508,4,ENG221,Final,2026-07-12,59,B-,2.75
EXM050804,2026045200000508,4,ENG303,Final,2026-07-13,40,D,2.00
EXM050805,2026045200000508,4,ENG315,Final,2026-07-14,53,C+,2.50
EXM050901,2026055300000509,5,LAW101,Final,2026-07-11,57,B-,2.75
EXM050902,2026055300000509,5,LAW203,Final,2026-07-12,49,C,2.25
EXM050903,2026055300000509,5,LAW221,Final,2026-07-13,57,B-,2.75
EXM050904,2026055300000509,5,LAW303,Final,2026-07-14,40,D,2.00
EXM050905,2026055300000509,5,LAW315,Final,2026-07-15,90,A+,4.00
EXM051001,2026065400000510,6,PHR101,Final,2026-07-12,47,C,2.25
EXM051002,2026065400000510,6,PHR203,Final,2026-07-13,74,A-,3.50
EXM051003,2026065400000510,6,PHR221,Final,2026-07-14,57,B-,2.75
EXM051004,2026065400000510,6,PHR303,Final,2026-07-15,59,B-,2.75
EXM051005,2026065400000510,6,PHR315,Final,2026-07-16,74,A-,3.50
EXM051101,2026075500000511,7,CE101,Final,2026-07-13,42,D,2.00
EXM051102,2026075500000511,7,CE203,Final,2026-07-14,89,A+,4.00
EXM051103,2026075500000511,7,CE221,Final,2026-07-15,87,A+,4.00
EXM051104,2026075500000511,7,CE303,Final,2026-07-16,95,A+,4.00
EXM051105,2026075500000511,7,CE315,Final,2026-07-17,71,A-,3.50
EXM051201,2026085600000512,8,ECO101,Final,2026-07-14,52,C+,2.50
EXM051202,2026085600000512,8,ECO203,Final,2026-07-15,88,A+,4.00
EXM051203,2026085600000512,8,ECO221,Final,2026-07-16,88,A+,4.00
EXM051204,2026085600000512,8,ECO303,Final,2026-07-17,53,C+,2.50
EXM051205,2026085600000512,8,ECO315,Final,2026-07-18,69,B+,3.25
EXM051301,2026014900000513,1,CSE101,Final,2026-07-15,93,A+,4.00
EXM051302,2026014900000513,1,CSE203,Final,2026-07-16,58,B-,2.75
EXM051303,2026014900000513,1,CSE211,Final,2026-07-17,64,B,3.00
EXM051304,2026014900000513,1,CSE305,Final,2026-07-18,95,A+,4.00
EXM051305,2026014900000513,1,CSE321,Final,2026-07-19,63,B,3.00
EXM051401,2026025000000514,2,EEE101,Final,2026-07-16,67,B+,3.25
EXM051402,2026025000000514,2,EEE203,Final,2026-07-17,56,B-,2.75
EXM051403,2026025000000514,2,EEE221,Final,2026-07-18,93,A+,4.00
EXM051404,2026025000000514,2,EEE303,Final,2026-07-19,56,B-,2.75
EXM051405,2026025000000514,2,EEE315,Final,2026-07-20,64,B,3.00
EXM051501,2026035100000515,3,BUS101,Final,2026-07-17,70,A-,3.50
EXM051502,2026035100000515,3,BUS203,Final,2026-07-18,84,A+,4.00
EXM051503,2026035100000515,3,FIN221,Final,2026-07-19,82,A+,4.00
EXM051504,2026035100000515,3,MKT301,Final,2026-07-20,52,C+,2.50
EXM051505,2026035100000515,3,ACC211,Final,2026-07-21,65,B+,3.25
EXM051601,2026045200000516,4,ENG101,Final,2026-07-18,45,C,2.25
EXM051602,2026045200000516,4,ENG205,Final,2026-07-19,67,B+,3.25
EXM051603,2026045200000516,4,ENG221,Final,2026-07-20,79,A,3.75
EXM051604,2026045200000516,4,ENG303,Final,2026-07-21,60,B,3.00
EXM051605,2026045200000516,4,ENG315,Final,2026-07-22,51,C+,2.50
EXM051701,2026055300000517,5,LAW101,Final,2026-07-19,84,A+,4.00
EXM051702,2026055300000517,5,LAW203,Final,2026-07-20,79,A,3.75
EXM051703,2026055300000517,5,LAW221,Final,2026-07-21,52,C+,2.50
EXM051704,2026055300000517,5,LAW303,Final,2026-07-22,92,A+,4.00
EXM051705,2026055300000517,5,LAW315,Final,2026-07-23,90,A+,4.00
EXM051801,2026065400000518,6,PHR101,Final,2026-07-20,44,D,2.00
EXM051802,2026065400000518,6,PHR203,Final,2026-07-21,60,B,3.00
EXM051803,2026065400000518,6,PHR221,Final,2026-07-22,94,A+,4.00
EXM051804,2026065400000518,6,PHR303,Final,2026-07-23,63,B,3.00
EXM051805,2026065400000518,6,PHR315,Final,2026-07-24,81,A+,4.00
EXM051901,2026075500000519,7,CE101,Final,2026-07-21,73,A-,3.50
EXM051902,2026075500000519,7,CE203,Final,2026-07-22,51,C+,2.50
EXM051903,2026075500000519,7,CE221,Final,2026-07-23,60,B,3.00
EXM051904,2026075500000519,7,CE303,Final,2026-07-24,55,B-,2.75
EXM051905,2026075500000519,7,CE315,Final,2026-07-25,93,A+,4.00
EXM052001,2026085600000520,8,ECO101,Final,2026-07-02,66,B+,3.25
EXM052002,2026085600000520,8,ECO203,Final,2026-07-03,64,B,3.00
EXM052003,2026085600000520,8,ECO221,Final,2026-07-04,79,A,3.75
EXM052004,2026085600000520,8,ECO303,Final,2026-07-05,42,D,2.00
EXM052005,2026085600000520,8,ECO315,Final,2026-07-06,59,B-,2.75
EXM052101,2026014900000521,1,CSE101,Final,2026-07-03,83,A+,4.00
EXM052102,2026014900000521,1,CSE203,Final,2026-07-04,72,A-,3.50
EXM052103,2026014900000521,1,CSE211,Final,2026-07-05,65,B+,3.25
EXM052104,2026014900000521,1,CSE305,Final,2026-07-06,59,B-,2.75
EXM052105,2026014900000521,1,CSE321,Final,2026-07-07,43,D,2.00
EXM052201,2026025000000522,2,EEE101,Final,2026-07-04,46,C,2.25
EXM052202,2026025000000522,2,EEE203,Final,2026-07-05,79,A,3.75
EXM052203,2026025000000522,2,EEE221,Final,2026-07-06,45,C,2.25
EXM052204,2026025000000522,2,EEE303,Final,2026-07-07,50,C+,2.50
EXM052205,2026025000000522,2,EEE315,Final,2026-07-08,41,D,2.00
EXM052301,2026035100000523,3,BUS101,Final,2026-07-05,75,A,3.75
EXM052302,2026035100000523,3,BUS203,Final,2026-07-06,91,A+,4.00
EXM052303,2026035100000523,3,FIN221,Final,2026-07-07,82,A+,4.00
EXM052304,2026035100000523,3,MKT301,Final,2026-07-08,69,B+,3.25
EXM052305,2026035100000523,3,ACC211,Final,2026-07-09,40,D,2.00
EXM052401,2026045200000524,4,ENG101,Final,2026-07-06,50,C+,2.50
EXM052402,2026045200000524,4,ENG205,Final,2026-07-07,80,A+,4.00
EXM052403,2026045200000524,4,ENG221,Final,2026-07-08,60,B,3.00
EXM052404,2026045200000524,4,ENG303,Final,2026-07-09,43,D,2.00
EXM052405,2026045200000524,4,ENG315,Final,2026-07-10,85,A+,4.00
EXM052501,2026055300000525,5,LAW101,Final,2026-07-07,42,D,2.00
EXM052502,2026055300000525,5,LAW203,Final,2026-07-08,44,D,2.00
EXM052503,2026055300000525,5,LAW221,Final,2026-07-09,92,A+,4.00
EXM052504,2026055300000525,5,LAW303,Final,2026-07-10,68,B+,3.25
EXM052505,2026055300000525,5,LAW315,Final,2026-07-11,63,B,3.00
EXM052601,2026065400000526,6,PHR101,Final,2026-07-08,54,C+,2.50
EXM052602,2026065400000526,6,PHR203,Final,2026-07-09,87,A+,4.00
EXM052603,2026065400000526,6,PHR221,Final,2026-07-10,46,C,2.25
EXM052604,2026065400000526,6,PHR303,Final,2026-07-11,63,B,3.00
EXM052605,2026065400000526,6,PHR315,Final,2026-07-12,68,B+,3.25
EXM052701,2026075500000527,7,CE101,Final,2026-07-09,94,A+,4.00
EXM052702,2026075500000527,7,CE203,Final,2026-07-10,88,A+,4.00
EXM052703,2026075500000527,7,CE221,Final,2026-07-11,75,A,3.75
EXM052704,2026075500000527,7,CE303,Final,2026-07-12,89,A+,4.00
EXM052705,2026075500000527,7,CE315,Final,2026-07-13,45,C,2.25
EXM052801,2026085600000528,8,ECO101,Final,2026-07-10,80,A+,4.00
